synopsis_plagiarism_similarity,title_length,description_length,synopsis_length,title_word_count,description_word_count,synopsis_word_count,title_sentiment,description_sentiment,synopsis_sentiment,description_readability,synopsis_readability,num_locations,rehearsal_to_shooting_days,production_duration_months,num_crew_roles,avg_crew_compensation,max_crew_compensation,pct_negotiable_crew,num_casting_roles,num_male_roles,num_female_roles,num_nonbinary_roles,gender_diversity_score,avg_casting_compensation,max_casting_compensation,pct_negotiable_casting,age_range_diversity,casting_description_sentiment,project_duration_days,project_year,project_month,project_type_id,package_type_of_user,has_major_city,is_summer_production,is_winter_production,has_director,has_assistant_director,has_child_actors,is_holiday_season,review_status
0.1,39.0,192.0,147.0,4.0,28.0,20.0,0.0,-0.1779,0.3182,53.10100000000003,30.86833333333334,1.0,27.0,4.0,2.0,0.0,0.0,100.0,5.0,0.0,2.0,3.0,0.48,29000.0,40000.0,40.0,4.0,0.29068,135.0,2024.0,11.0,Theater,basic,False,False,False,False,False,True,True,Approved
0.84,31.0,165.0,130.0,3.0,25.0,21.0,0.0,0.4939,-0.5423,52.86400000000003,76.62053571428574,2.0,30.0,4.0,2.0,39000.0,39000.0,50.0,4.0,0.0,2.0,2.0,0.5,36500.0,40000.0,0.0,4.0,0.0,123.0,2025.0,10.0,Short Film,free,True,False,False,False,False,True,False,Rejected
0.58,52.0,195.0,96.0,4.0,28.0,15.0,0.4767,0.8363,-0.4588,60.09119047619049,77.68000000000004,2.0,23.0,3.0,5.0,27000.0,50000.0,40.0,5.0,1.0,3.0,1.0,0.5599999999999999,22666.666666666668,26000.0,40.0,4.0,-0.040459999999999996,95.0,2024.0,4.0,Documentary,free,False,False,False,False,False,True,False,Needs Review
0.86,33.0,144.0,139.0,3.0,17.0,19.0,0.0,0.5267,0.875,-6.490514705882333,41.71901315789478,3.0,26.0,1.0,5.0,29000.0,32000.0,60.0,6.0,1.0,2.0,3.0,0.6111111111111112,19000.0,19000.0,83.33333333333334,5.0,0.15428333333333333,56.0,2026.0,2.0,TV,basic,True,False,False,False,True,True,False,Rejected
0.41,43.0,148.0,81.0,4.0,21.0,12.0,0.0,0.743,0.296,52.44910714285717,61.775000000000006,3.0,21.0,2.0,3.0,44000.0,44000.0,66.66666666666666,5.0,1.0,2.0,2.0,0.6399999999999999,15000.0,15000.0,80.0,4.0,0.12271999999999998,79.0,2025.0,10.0,Short Film,free,True,False,False,False,False,False,False,Approved
0.88,28.0,179.0,45.0,3.0,26.0,7.0,0.0,0.5859,0.0,38.86469230769234,42.61571428571432,1.0,13.0,5.0,4.0,24000.0,24000.0,75.0,4.0,1.0,1.0,2.0,0.625,29000.0,38000.0,0.0,3.0,0.01609999999999999,170.0,2024.0,8.0,Theater,basic,True,True,False,False,False,True,False,Rejected
0.75,26.0,160.0,75.0,3.0,25.0,12.0,0.5719,0.2023,-0.1531,73.16800000000003,45.64500000000001,2.0,23.0,3.0,3.0,24000.0,24000.0,66.66666666666666,3.0,1.0,2.0,0.0,0.4444444444444444,36000.0,36000.0,66.66666666666666,1.0,0.13396666666666665,100.0,2025.0,5.0,Film,premium,True,True,False,False,False,False,False,Needs Review
0.72,31.0,168.0,122.0,3.0,24.0,20.0,0.0,0.8126,0.7351,45.64500000000001,62.170000000000044,1.0,10.0,2.0,2.0,48000.0,48000.0,50.0,5.0,1.0,1.0,3.0,0.56,25000.0,40000.0,40.0,3.0,0.13616,89.0,2024.0,5.0,Short Film,premium,True,False,False,False,False,False,False,Needs Review
0.41,29.0,164.0,117.0,4.0,24.0,19.0,0.3818,-0.128,0.1027,60.96300000000002,63.9821710526316,1.0,11.0,1.0,5.0,45000.0,47000.0,60.0,6.0,0.0,3.0,3.0,0.5,24333.333333333332,28000.0,50.0,4.0,0.43333333333333335,57.0,2025.0,6.0,TV,basic,False,True,False,True,False,True,False,Approved
0.96,43.0,146.0,80.0,3.0,23.0,13.0,0.0,-0.2732,0.7717,61.224836956521756,57.06826923076926,3.0,27.0,4.0,5.0,29500.0,47000.0,60.0,6.0,1.0,1.0,4.0,0.5,26000.0,36000.0,66.66666666666666,2.0,-0.10585,145.0,2026.0,1.0,Documentary,basic,True,False,True,False,True,True,True,Rejected
0.12,27.0,148.0,77.0,3.0,19.0,12.0,0.0,0.8625,0.0,8.943508771929856,54.72500000000002,3.0,21.0,4.0,5.0,31666.666666666668,48000.0,40.0,4.0,1.0,1.0,2.0,0.625,0.0,0.0,100.0,2.0,0.2403,130.0,2025.0,8.0,Short Film,premium,True,True,False,False,False,False,False,Approved
0.94,32.0,190.0,140.0,3.0,28.0,23.0,0.0,0.891,0.5719,48.0054761904762,64.90309782608696,3.0,14.0,3.0,5.0,33000.0,39000.0,40.0,3.0,0.0,1.0,2.0,0.4444444444444444,0.0,0.0,100.0,3.0,0.025733333333333334,103.0,2025.0,1.0,TV,premium,True,False,True,False,False,False,True,Rejected
0.21,42.0,191.0,134.0,4.0,29.0,22.0,0.0,-0.1779,0.128,43.41696551724141,66.66159090909093,2.0,34.0,3.0,2.0,31000.0,42000.0,0.0,5.0,3.0,1.0,1.0,0.5599999999999999,34000.0,34000.0,80.0,3.0,0.24943999999999997,101.0,2025.0,10.0,Short Film,premium,True,False,False,False,False,True,False,Approved
0.9,48.0,140.0,75.0,3.0,22.0,11.0,0.0,0.3214,0.7717,60.08718181818182,62.81613636363636,1.0,13.0,3.0,3.0,27000.0,39000.0,33.33333333333333,5.0,3.0,1.0,1.0,0.5599999999999999,29666.666666666668,35000.0,40.0,3.0,0.14157999999999998,98.0,2025.0,4.0,Documentary,free,True,False,False,False,False,True,False,Rejected
0.8,36.0,113.0,93.0,3.0,16.0,15.0,0.0,0.7269,0.3818,63.94666666666669,77.68000000000004,2.0,15.0,4.0,3.0,20500.0,28000.0,33.33333333333333,5.0,1.0,1.0,3.0,0.56,30750.0,36000.0,20.0,3.0,0.37212,126.0,2024.0,9.0,Theater,premium,False,False,False,False,False,True,False,Needs Review
0.52,32.0,167.0,129.0,3.0,25.0,20.0,0.0,0.4404,0.4588,63.01600000000005,64.70833333333334,3.0,12.0,1.0,5.0,29666.666666666668,41000.0,40.0,3.0,0.0,0.0,3.0,0.0,38000.0,38000.0,66.66666666666666,2.0,0.33113333333333334,43.0,2024.0,12.0,Short Film,premium,True,False,True,False,False,False,True,Needs Review
0.66,36.0,96.0,114.0,4.0,14.0,19.0,0.0,0.0,0.0,51.026904761904774,77.34006578947371,1.0,18.0,1.0,3.0,12000.0,12000.0,66.66666666666666,3.0,0.0,1.0,2.0,0.4444444444444444,28000.0,30000.0,33.33333333333333,2.0,0.23553333333333334,40.0,2024.0,12.0,Documentary,basic,True,False,True,False,False,True,True,Needs Review
0.66,39.0,145.0,133.0,3.0,23.0,20.0,0.0,0.5994,0.7906,68.58135869565217,56.248333333333335,3.0,18.0,5.0,5.0,0.0,0.0,100.0,3.0,0.0,1.0,2.0,0.4444444444444444,34000.0,34000.0,33.33333333333333,2.0,0.0,155.0,2024.0,8.0,TV,premium,True,True,False,False,False,True,False,Needs Review
0.13,54.0,161.0,112.0,5.0,27.0,17.0,0.0,-0.0258,-0.5423,66.6206666666667,43.27419117647062,1.0,28.0,3.0,4.0,24000.0,24000.0,75.0,4.0,0.0,2.0,2.0,0.5,21000.0,21000.0,75.0,2.0,0.325675,90.0,2024.0,7.0,Documentary,free,True,True,False,False,False,True,False,Approved
0.71,38.0,185.0,64.0,4.0,27.0,9.0,0.0,0.8516,0.7783,67.53416666666669,33.067500000000024,1.0,25.0,1.0,3.0,0.0,0.0,100.0,5.0,1.0,4.0,0.0,0.31999999999999984,31000.0,36000.0,20.0,3.0,0.01656,56.0,2025.0,1.0,TV,free,True,False,True,False,False,True,True,Needs Review
0.99,31.0,95.0,131.0,3.0,15.0,19.0,0.0,0.0258,-0.2732,63.86250000000001,59.52953947368425,3.0,12.0,1.0,2.0,20000.0,20000.0,50.0,3.0,0.0,1.0,2.0,0.4444444444444444,22500.0,29000.0,33.33333333333333,3.0,0.4706666666666666,58.0,2026.0,1.0,Documentary,free,True,False,True,False,False,True,True,Rejected
0.63,23.0,154.0,149.0,3.0,24.0,20.0,0.0,0.9468,0.3535,52.69500000000002,45.25000000000003,2.0,14.0,1.0,4.0,32000.0,42000.0,50.0,3.0,1.0,1.0,1.0,0.6666666666666667,20000.0,20000.0,66.66666666666666,2.0,0.10499999999999998,36.0,2025.0,6.0,Short Film,premium,True,True,False,False,False,False,False,Needs Review
0.66,30.0,124.0,106.0,3.0,17.0,17.0,0.0,0.9578,0.25,26.906862745098067,53.2271323529412,2.0,22.0,4.0,4.0,24500.0,36000.0,50.0,6.0,4.0,1.0,1.0,0.5,25000.0,31000.0,50.0,5.0,-0.04544999999999999,134.0,2024.0,12.0,Short Film,premium,True,False,True,False,False,True,True,Needs Review
0.6,35.0,199.0,119.0,3.0,31.0,19.0,0.0,0.8519,0.6249,65.24616935483871,53.4698245614035,1.0,19.0,2.0,5.0,36500.0,47000.0,60.0,6.0,3.0,1.0,2.0,0.6111111111111112,29666.666666666668,37000.0,50.0,5.0,0.06094999999999998,78.0,2024.0,6.0,Film,premium,True,True,False,False,False,True,False,Needs Review
0.73,26.0,138.0,80.0,3.0,21.0,12.0,0.4588,-0.4404,0.0382,64.53482142857146,45.64500000000001,1.0,15.0,5.0,5.0,41000.0,41000.0,80.0,5.0,0.0,2.0,3.0,0.48,20666.666666666668,22000.0,40.0,4.0,0.42034000000000005,169.0,2024.0,11.0,Theater,free,True,False,False,False,False,True,True,Needs Review
0.61,41.0,195.0,149.0,3.0,29.0,22.0,0.0,0.0,-0.6597,46.334206896551734,44.70536363636364,1.0,11.0,4.0,3.0,29000.0,40000.0,33.33333333333333,3.0,0.0,2.0,1.0,0.4444444444444444,24666.666666666668,29000.0,0.0,2.0,-0.11333333333333334,149.0,2024.0,7.0,TV,basic,False,True,False,False,False,False,False,Needs Review
0.97,30.0,186.0,73.0,3.0,27.0,12.0,0.0,0.5574,-0.34,44.687333333333356,66.79500000000002,1.0,17.0,5.0,2.0,0.0,0.0,100.0,4.0,1.0,1.0,2.0,0.625,33666.666666666664,34000.0,25.0,3.0,0.15435,176.0,2025.0,4.0,Theater,free,True,False,False,False,False,False,False,Rejected
0.3,40.0,189.0,137.0,4.0,30.0,21.0,0.0,0.2023,0.0,66.40000000000003,52.44910714285717,1.0,23.0,3.0,2.0,0.0,0.0,100.0,6.0,3.0,1.0,2.0,0.6111111111111112,24333.333333333332,33000.0,50.0,4.0,0.15003333333333332,91.0,2025.0,1.0,Theater,premium,True,False,True,False,False,False,True,Approved
0.97,29.0,162.0,81.0,3.0,26.0,12.0,0.0,-0.4588,0.3197,64.89546153846157,48.690000000000026,3.0,22.0,3.0,2.0,36000.0,36000.0,50.0,5.0,3.0,1.0,1.0,0.5599999999999999,19500.0,21000.0,60.0,3.0,0.18958000000000003,114.0,2026.0,3.0,Theater,premium,True,False,False,False,False,True,False,Rejected
0.87,44.0,133.0,148.0,3.0,21.0,22.0,0.0,-0.0191,0.5574,72.59196428571431,47.434318181818185,2.0,13.0,3.0,2.0,34000.0,50000.0,0.0,3.0,0.0,1.0,2.0,0.4444444444444444,27000.0,27000.0,66.66666666666666,2.0,0.45846666666666663,95.0,2025.0,6.0,Short Film,free,False,True,False,False,True,True,False,Rejected
0.01,46.0,87.0,72.0,4.0,14.0,11.0,0.0,0.6369,0.2023,63.11261904761906,64.6769696969697,2.0,30.0,2.0,4.0,48000.0,48000.0,75.0,4.0,1.0,1.0,2.0,0.625,21000.0,27000.0,50.0,3.0,0.47664999999999996,84.0,2025.0,2.0,Short Film,free,True,False,True,False,False,True,False,Approved
0.08,28.0,106.0,145.0,3.0,14.0,24.0,0.0,0.6369,0.743,20.81261904761905,84.42000000000002,3.0,25.0,1.0,3.0,34500.0,50000.0,33.33333333333333,3.0,0.0,1.0,2.0,0.4444444444444444,40000.0,40000.0,66.66666666666666,2.0,0.16596666666666668,37.0,2025.0,1.0,Short Film,basic,True,False,True,False,False,False,True,Approved
0.42,31.0,128.0,129.0,3.0,19.0,18.0,0.3612,0.3182,0.0516,55.07690789473685,37.76750000000001,2.0,29.0,2.0,3.0,0.0,0.0,100.0,4.0,1.0,1.0,2.0,0.625,17000.0,17000.0,75.0,4.0,0.3708,71.0,2025.0,5.0,Documentary,free,False,True,False,False,False,True,False,Approved
0.95,33.0,35.0,95.0,3.0,5.0,14.0,0.0,0.0,0.4404,66.40000000000003,60.74428571428575,2.0,24.0,5.0,2.0,23000.0,23000.0,50.0,5.0,2.0,2.0,1.0,0.6399999999999999,24500.0,32000.0,20.0,4.0,0.25033999999999995,168.0,2026.0,1.0,Short Film,free,True,False,True,False,False,True,True,Rejected
0.67,35.0,133.0,90.0,4.0,20.0,15.0,0.5423,0.872,0.4617,43.55833333333334,60.76000000000002,3.0,12.0,1.0,2.0,18000.0,26000.0,0.0,6.0,4.0,0.0,2.0,0.4444444444444444,29000.0,34000.0,33.33333333333333,5.0,0.4211333333333333,46.0,2026.0,2.0,Documentary,basic,True,False,True,False,False,True,False,Needs Review
0.8,29.0,174.0,147.0,3.0,25.0,22.0,0.0,0.8126,0.9129,46.09600000000003,60.08718181818182,2.0,31.0,3.0,2.0,20000.0,20000.0,50.0,4.0,1.0,2.0,1.0,0.625,20000.0,20000.0,75.0,3.0,0.51225,102.0,2024.0,7.0,Short Film,basic,True,True,False,False,False,True,False,Rejected
0.59,33.0,199.0,107.0,3.0,29.0,17.0,0.3182,0.6908,0.0,45.098965517241396,68.15654411764709,2.0,23.0,1.0,5.0,27000.0,40000.0,40.0,3.0,0.0,2.0,1.0,0.4444444444444444,24000.0,24000.0,66.66666666666666,3.0,0.2536333333333333,31.0,2025.0,5.0,Film,premium,True,False,False,False,False,True,False,Needs Review
0.93,37.0,174.0,132.0,3.0,28.0,21.0,0.0,0.7184,0.296,75.19833333333334,48.420535714285734,2.0,24.0,4.0,2.0,42000.0,42000.0,50.0,6.0,2.0,3.0,1.0,0.6111111111111112,28250.0,36000.0,33.33333333333333,4.0,0.10843333333333333,135.0,2025.0,12.0,Documentary,basic,True,False,True,False,False,False,True,Rejected
0.63,29.0,151.0,134.0,3.0,23.0,20.0,0.0,0.7003,0.7893,55.03556521739131,52.018333333333345,3.0,19.0,2.0,3.0,11000.0,11000.0,66.66666666666666,3.0,1.0,0.0,2.0,0.4444444444444444,38000.0,38000.0,66.66666666666666,3.0,0.18839999999999998,64.0,2026.0,4.0,TV,premium,True,False,False,False,False,True,False,Needs Review
0.64,34.0,186.0,128.0,3.0,27.0,19.0,0.0,0.7351,-0.0772,47.82066666666668,41.71901315789478,3.0,27.0,2.0,3.0,38500.0,47000.0,33.33333333333333,4.0,0.0,3.0,1.0,0.375,21000.0,21000.0,75.0,3.0,0.19955,64.0,2025.0,9.0,Theater,premium,True,False,False,False,False,True,False,Needs Review
0.88,36.0,197.0,66.0,3.0,31.0,11.0,0.0,0.8689,0.4019,59.6811559139785,62.81613636363636,3.0,25.0,2.0,4.0,39000.0,39000.0,75.0,4.0,1.0,1.0,2.0,0.625,19500.0,23000.0,50.0,4.0,0.293875,65.0,2024.0,11.0,Theater,free,True,False,False,False,False,True,True,Rejected
0.12,36.0,153.0,113.0,3.0,20.0,17.0,0.0,0.743,-0.25,28.33000000000004,46.812745098039244,1.0,15.0,1.0,5.0,29666.666666666668,39000.0,40.0,4.0,2.0,1.0,1.0,0.625,31000.0,36000.0,50.0,2.0,0.010449999999999987,57.0,2025.0,8.0,TV,premium,True,False,False,False,False,False,False,Approved
0.57,28.0,135.0,75.0,3.0,21.0,11.0,0.3612,0.1531,0.5859,68.5633928571429,39.7434090909091,3.0,31.0,1.0,2.0,42000.0,42000.0,50.0,5.0,1.0,1.0,3.0,0.56,30333.333333333332,37000.0,40.0,2.0,0.2618,39.0,2025.0,2.0,Short Film,basic,True,False,True,False,False,False,False,Needs Review
0.69,35.0,141.0,117.0,4.0,23.0,16.0,0.0,0.4707,0.2732,75.93788043478263,42.79666666666668,1.0,22.0,2.0,4.0,46000.0,46000.0,75.0,3.0,0.0,0.0,3.0,0.0,21666.666666666668,32000.0,0.0,3.0,0.5082333333333334,72.0,2025.0,6.0,Theater,premium,False,True,False,False,False,True,False,Needs Review
0.39,32.0,102.0,46.0,3.0,15.0,8.0,0.0,0.1531,0.0,49.48000000000002,97.025,2.0,25.0,2.0,4.0,39666.666666666664,50000.0,25.0,4.0,1.0,1.0,2.0,0.625,27500.0,30000.0,50.0,4.0,-0.135575,88.0,2025.0,5.0,Documentary,free,True,False,False,False,False,True,False,Approved
0.67,37.0,140.0,128.0,4.0,19.0,19.0,0.0,0.0,0.2486,35.65929824561405,49.01719298245615,2.0,21.0,2.0,2.0,29000.0,29000.0,50.0,5.0,1.0,2.0,2.0,0.6399999999999999,31500.0,34000.0,60.0,3.0,0.06020000000000001,75.0,2024.0,9.0,Film,premium,True,False,False,False,False,False,False,Needs Review
0.77,28.0,133.0,118.0,3.0,19.0,16.0,0.0,0.6124,0.8519,37.2663815789474,42.79666666666668,2.0,17.0,4.0,3.0,43000.0,43000.0,66.66666666666666,6.0,4.0,2.0,0.0,0.4444444444444444,29000.0,38000.0,66.66666666666666,5.0,0.2960166666666667,144.0,2025.0,4.0,Theater,basic,True,False,False,False,False,True,False,Needs Review
0.17,32.0,124.0,94.0,3.0,19.0,12.0,0.0,0.3612,0.7096,55.07690789473685,17.44500000000002,1.0,33.0,3.0,2.0,0.0,0.0,100.0,4.0,2.0,2.0,0.0,0.5,32500.0,37000.0,50.0,3.0,0.032174999999999995,103.0,2025.0,2.0,TV,basic,False,False,True,False,False,True,False,Approved
0.92,30.0,184.0,77.0,3.0,28.0,12.0,0.0,0.5719,0.0,53.10100000000003,45.64500000000001,1.0,30.0,3.0,3.0,21000.0,32000.0,0.0,4.0,1.0,2.0,1.0,0.625,25000.0,25000.0,75.0,4.0,0.11729999999999999,96.0,2025.0,8.0,TV,basic,True,True,False,False,False,True,False,Rejected
0.93,32.0,158.0,89.0,3.0,26.0,13.0,0.0,-0.4767,-0.0408,76.59134615384617,26.72897435897437,1.0,18.0,1.0,4.0,30666.666666666668,42000.0,25.0,3.0,1.0,2.0,0.0,0.4444444444444444,18500.0,21000.0,33.33333333333333,2.0,0.2757,56.0,2025.0,2.0,Film,premium,False,False,True,False,False,True,False,Rejected
0.19,37.0,107.0,112.0,3.0,15.0,20.0,0.0,0.5423,0.3818,38.20000000000002,70.63000000000002,3.0,26.0,3.0,5.0,13000.0,14000.0,60.0,3.0,0.0,1.0,2.0,0.4444444444444444,30000.0,30000.0,66.66666666666666,2.0,0.41583333333333333,91.0,2024.0,6.0,Short Film,free,True,True,False,False,False,True,False,Approved
0.25,34.0,175.0,44.0,3.0,31.0,7.0,0.34,0.128,0.0,81.51341397849463,82.42535714285715,3.0,18.0,5.0,5.0,32000.0,44000.0,20.0,4.0,2.0,1.0,1.0,0.625,18000.0,19000.0,50.0,3.0,0.41212499999999996,151.0,2025.0,6.0,Film,free,True,True,False,False,False,False,False,Approved
0.54,32.0,176.0,146.0,3.0,27.0,23.0,0.6597,0.1531,0.651,57.22066666666669,50.190054347826106,1.0,8.0,1.0,3.0,21000.0,21000.0,66.66666666666666,6.0,1.0,4.0,1.0,0.5,26166.666666666668,37000.0,0.0,4.0,0.14711666666666667,53.0,2025.0,10.0,Documentary,free,False,False,False,False,False,True,False,Needs Review
0.91,33.0,140.0,148.0,3.0,22.0,22.0,0.0,0.765,0.8952,58.970681818181816,47.434318181818185,3.0,21.0,4.0,4.0,11000.0,11000.0,75.0,5.0,2.0,2.0,1.0,0.6399999999999999,33500.0,37000.0,60.0,4.0,0.07867999999999999,139.0,2024.0,10.0,TV,premium,True,False,False,False,False,True,False,Rejected
0.35,29.0,119.0,133.0,3.0,17.0,20.0,0.3182,-0.296,0.3182,51.78921568627453,47.78833333333333,3.0,25.0,1.0,5.0,42500.0,43000.0,60.0,6.0,3.0,1.0,2.0,0.6111111111111112,29666.666666666668,31000.0,50.0,5.0,0.30115,53.0,2024.0,6.0,Theater,free,True,True,False,False,False,True,False,Approved
0.08,38.0,109.0,63.0,5.0,16.0,11.0,0.0,0.2732,0.0,37.50916666666669,85.88886363636365,2.0,13.0,2.0,5.0,20500.0,27000.0,60.0,6.0,3.0,1.0,2.0,0.6111111111111112,25333.333333333332,36000.0,50.0,4.0,0.2066,86.0,2026.0,1.0,Film,free,True,False,True,False,False,False,True,Approved
0.88,29.0,189.0,140.0,3.0,28.0,22.0,0.0,0.8781,0.2023,50.079571428571455,62.81613636363636,2.0,19.0,5.0,2.0,28000.0,46000.0,0.0,3.0,0.0,2.0,1.0,0.4444444444444444,32000.0,32000.0,66.66666666666666,2.0,0.34359999999999996,164.0,2024.0,5.0,Theater,premium,True,False,False,False,False,True,False,Rejected
0.22,37.0,166.0,114.0,3.0,23.0,19.0,0.0,0.6705,0.34,28.120489130434777,81.79269736842107,3.0,10.0,2.0,2.0,30000.0,33000.0,0.0,3.0,0.0,2.0,1.0,0.4444444444444444,25000.0,40000.0,0.0,2.0,0.1447333333333333,83.0,2024.0,8.0,Film,premium,True,True,False,False,False,False,False,Approved
0.0,35.0,140.0,127.0,4.0,18.0,18.0,0.0,0.4404,-0.5565,8.045000000000016,45.64500000000001,1.0,22.0,4.0,3.0,24500.0,39000.0,33.33333333333333,5.0,0.0,1.0,4.0,0.31999999999999984,30400.0,38000.0,0.0,4.0,0.08808,140.0,2025.0,10.0,Film,premium,True,False,False,False,False,True,False,Approved
0.51,29.0,154.0,40.0,3.0,25.0,5.0,0.0,0.3612,0.5994,52.86400000000003,-18.19999999999996,1.0,22.0,2.0,4.0,28500.0,36000.0,50.0,6.0,1.0,3.0,2.0,0.6111111111111112,26666.666666666668,40000.0,50.0,4.0,0.14049999999999999,88.0,2025.0,12.0,Film,premium,True,False,True,False,False,True,True,Needs Review
0.17,27.0,116.0,139.0,3.0,19.0,20.0,0.4588,0.6908,-0.6966,80.18561403508772,39.32833333333335,1.0,25.0,1.0,3.0,35000.0,35000.0,66.66666666666666,5.0,2.0,3.0,0.0,0.48,23666.666666666668,25000.0,40.0,2.0,0.07359999999999998,34.0,2026.0,4.0,TV,premium,True,False,False,False,False,True,False,Approved
0.85,35.0,104.0,80.0,3.0,15.0,11.0,0.0,0.743,0.0,43.84000000000003,24.36159090909092,3.0,15.0,4.0,3.0,16000.0,16000.0,66.66666666666666,4.0,2.0,1.0,1.0,0.625,29666.666666666668,32000.0,25.0,4.0,0.16215,143.0,2025.0,9.0,Short Film,basic,True,False,False,False,False,True,False,Rejected
0.15,29.0,78.0,124.0,3.0,13.0,17.0,0.0,0.7178,0.8402,76.59134615384617,7.00098039215689,2.0,24.0,1.0,4.0,0.0,0.0,100.0,4.0,0.0,3.0,1.0,0.375,24000.0,24000.0,75.0,2.0,0.328075,56.0,2025.0,3.0,TV,basic,True,False,False,False,False,True,False,Approved
0.47,46.0,71.0,71.0,5.0,10.0,11.0,0.0,0.6124,-0.6486,49.48000000000002,55.12522727272727,3.0,19.0,3.0,5.0,24000.0,31000.0,40.0,4.0,1.0,0.0,3.0,0.375,35000.0,35000.0,75.0,3.0,0.302225,101.0,2024.0,12.0,Theater,basic,True,False,True,False,False,False,True,Approved
0.39,33.0,152.0,41.0,3.0,24.0,6.0,0.3182,-0.25,-0.0772,63.27000000000001,45.64500000000001,3.0,34.0,1.0,2.0,17000.0,17000.0,50.0,6.0,5.0,0.0,1.0,0.2777777777777777,34000.0,34000.0,83.33333333333334,3.0,0.15918333333333334,48.0,2024.0,5.0,Film,premium,True,False,False,False,False,False,False,Approved
0.72,37.0,194.0,81.0,3.0,28.0,12.0,0.0,0.9118,0.2023,44.03671428571431,45.64500000000001,1.0,12.0,1.0,3.0,32500.0,35000.0,33.33333333333333,4.0,2.0,1.0,1.0,0.625,24333.333333333332,33000.0,25.0,3.0,0.050575,47.0,2024.0,7.0,Documentary,free,False,True,False,False,False,True,False,Needs Review
0.35,25.0,195.0,104.0,3.0,29.0,14.0,0.0772,0.9631,-0.1779,35.64640804597704,38.941190476190485,1.0,18.0,2.0,3.0,41000.0,41000.0,66.66666666666666,6.0,3.0,3.0,0.0,0.5,31666.666666666668,36000.0,50.0,4.0,0.21150000000000002,87.0,2024.0,10.0,Theater,basic,True,False,False,False,False,True,False,Approved
0.33,41.0,125.0,91.0,4.0,19.0,15.0,0.3182,-0.2263,0.0,40.11192982456143,56.388750000000016,2.0,21.0,3.0,3.0,29000.0,29000.0,66.66666666666666,5.0,1.0,2.0,2.0,0.6399999999999999,24333.333333333332,39000.0,40.0,4.0,0.07644000000000001,93.0,2025.0,7.0,TV,basic,True,True,False,False,False,True,False,Approved
0.47,34.0,196.0,110.0,3.0,29.0,16.0,0.0,0.4019,-0.7434,43.41696551724141,26.934166666666698,3.0,21.0,4.0,3.0,12000.0,12000.0,66.66666666666666,6.0,2.0,3.0,1.0,0.6111111111111112,32500.0,36000.0,33.33333333333333,4.0,-0.05568333333333334,146.0,2026.0,1.0,Theater,free,True,False,True,False,False,True,True,Approved
0.99,29.0,117.0,87.0,3.0,17.0,15.0,0.5859,0.8658,-0.5267,56.76568627450982,66.40000000000003,1.0,30.0,2.0,4.0,19500.0,25000.0,50.0,3.0,1.0,1.0,1.0,0.6666666666666667,29000.0,37000.0,33.33333333333333,2.0,0.15473333333333333,73.0,2025.0,10.0,TV,basic,True,False,False,False,False,True,False,Rejected
0.85,30.0,108.0,119.0,3.0,17.0,18.0,0.0,0.7003,0.0258,61.742156862745134,40.94500000000002,3.0,12.0,3.0,5.0,23000.0,35000.0,40.0,6.0,0.0,0.0,6.0,0.0,29500.0,39000.0,33.33333333333333,5.0,-0.11576666666666667,92.0,2024.0,12.0,Film,basic,True,False,True,False,False,True,True,Rejected
0.91,35.0,62.0,143.0,3.0,10.0,21.0,0.0,-0.5994,0.0,66.40000000000003,34.55857142857147,3.0,35.0,4.0,4.0,48500.0,49000.0,50.0,5.0,2.0,3.0,0.0,0.48,27000.0,35000.0,40.0,5.0,-0.10600000000000001,137.0,2024.0,10.0,Short Film,premium,True,False,False,False,False,True,False,Rejected
0.69,34.0,151.0,136.0,4.0,23.0,20.0,0.3182,0.8834,0.9317,51.3573043478261,43.55833333333334,2.0,30.0,3.0,2.0,0.0,0.0,100.0,5.0,2.0,2.0,1.0,0.6399999999999999,24000.0,36000.0,40.0,3.0,0.0254,104.0,2025.0,3.0,TV,basic,True,False,False,False,False,True,False,Needs Review
0.84,40.0,95.0,86.0,5.0,13.0,14.0,0.3612,0.4019,0.6124,37.54519230769233,54.70142857142861,1.0,22.0,5.0,2.0,12500.0,13000.0,0.0,5.0,1.0,1.0,3.0,0.56,28000.0,40000.0,40.0,4.0,0.34728,164.0,2026.0,3.0,Short Film,free,False,False,False,False,False,True,False,Rejected
0.8,32.0,142.0,116.0,3.0,19.0,17.0,0.0,0.0772,-0.4404,26.754035087719302,41.83627450980396,3.0,12.0,3.0,2.0,31000.0,31000.0,50.0,4.0,2.0,1.0,1.0,0.625,23000.0,27000.0,50.0,3.0,0.15105,96.0,2026.0,3.0,Theater,basic,True,False,False,False,False,True,False,Rejected
0.42,31.0,135.0,98.0,3.0,19.0,13.0,0.0,-0.128,-0.3612,57.9224561403509,31.037500000000023,3.0,19.0,3.0,2.0,0.0,0.0,100.0,4.0,1.0,1.0,2.0,0.625,30333.333333333332,34000.0,25.0,4.0,0.06595000000000001,98.0,2025.0,11.0,Documentary,premium,True,False,True,False,False,True,True,Approved
