project_id,project_type,title,description,start_date,end_date,synopsis,plagiarism_similarity,production_dates,production_locations,crew_roles,casting_roles,review_status
38,TV,Down-sized object-oriented Internet solution,Ahead raise common Democrat cost evidence third. Pass pay positive. Include nearly article evidence case current this.,2024-12-16,2025-04-07,Around yard morning short yourself wind beyond prevent entire staff true argue you detail suffer something great stuff suddenly.,35.168259485136204,"[{'dateType': 'Rehearsal Dates', 'dateRange': ['2025-01-19', '2025-01-20']}, {'dateType': 'Shooting Dates', 'dateRange': ['2025-01-30', '2025-02-06']}, {'dateType': 'Audition Dates', 'dateRange': ['2025-02-15', '2025-02-22']}]","[{'locationType': 'Rehearsal Location', 'location': 'Robintown'}, {'locationType': 'Shooting Location', 'location': 'Staceyshire'}]","['Art Director', 'Editor', 'Production Designer', 'Producer', 'Assistant Camera']","['Precision Driver', 'Stand-up Comedian', 'Mime Artist', 'Radio Actor']",Approved
39,TV,Digitized non-volatile core,Finally make bed discussion despite money a. Cut candidate response try such food against only. Similar suffer team whether.,2025-02-10,2025-07-08,Allow own TV whose determine not view cell seat draw word collection those become remember police though land enter economic attack either blue ability history run.,14.874077058387272,"[{'dateType': 'Rehearsal Dates', 'dateRange': ['2025-03-14', '2025-03-24']}, {'dateType': 'Shooting Dates', 'dateRange': ['2025-05-01', '2025-05-02']}]","[{'locationType': 'Rehearsal Location', 'location': 'Maciasstad'}]","['Sound Editor', 'Production Accountant', 'Transportation Coordinator']","['Stunt Double', 'Precision Driver', 'Supporting Actor']",Approved
40,TV,Quality-focused homogeneous attitude,"Prepare reach class available suffer far five. Avoid color heart rule. Walk within full world throw relate issue.
Threat church big day couple recent reveal role. Produce father benefit hotel near.",2024-02-12,2024-07-10,Cost and keep enjoy student nor character recent benefit property space including series dinner article hit mission whole reach view of.,36.08684677553714,"[{'dateType': 'Shooting Dates', 'dateRange': ['2024-03-28', '2024-04-07']}, {'dateType': 'Audition Dates', 'dateRange': ['2024-05-14', '2024-05-17']}, {'dateType': 'Rehearsal Dates', 'dateRange': ['2024-04-10', '2024-04-15']}]","[{'locationType': 'Rehearsal Location', 'location': 'South Raventon'}, {'locationType': 'Shooting Location', 'location': 'North Stacy'}]","['Production Assistant', 'Art Department Assistant', 'Sound Re-recording Mixer', 'Gaffer']","['Musical Performer', 'Silent Bit Actor', 'Theater Actor']",Approved
41,Theater,Organized context-sensitive concept,"Call interest write itself young. Challenge organization floor road southern beautiful news need.
Leader them skill performance mission information increase. Note old who beyond.",2025-03-12,2025-05-07,Real any little environmental head full soldier financial successful teach range win direction feel season similar fly rock painting become.,38.86133364428359,"[{'dateType': 'Rehearsal Dates', 'dateRange': ['2025-04-23', '2025-04-27']}, {'dateType': 'Rehearsal Dates', 'dateRange': ['2025-04-01', '2025-04-10']}]","[{'locationType': 'Shooting Location', 'location': 'Figueroahaven'}, {'locationType': 'Rehearsal Location', 'location': 'Lorihaven'}]","['Boom Operator', 'Unit Production Manager', 'Publicist', 'Location Manager', 'Hair Stylist', 'Gaffer Assistant', 'Production Designer', 'Foley Artist']","['Singer', 'Child Actor', 'Fight Coordinator', 'Protagonist']",Approved
42,TV,Diverse asymmetric function,"Career surface these ahead cover strategy. Economic lead truth relate. Happy less however type race.
Major land whether listen necessary general. See read expect hit clear.",2024-10-23,2025-01-07,Interest heavy give edge level quality station however bill memory production successful hear positive participant fear blue as write.,18.27032806804204,"[{'dateType': 'Shooting Dates', 'dateRange': ['2024-12-24', '2024-12-26']}]","[{'locationType': 'Shooting Location', 'location': 'Michelleview'}, {'locationType': 'Shooting Location', 'location': 'Jacobhaven'}]","['Property Master', 'Dolly Grip', 'Makeup Assistant', 'Production Accountant', 'Production Designer', 'Set Designer']","['Supporting Actor', 'Radio Actor']",Approved
43,TV,Virtual disintermediate approach,Produce race return pretty young else. Identify say on yes staff gas. Rather point little wait grow. Suddenly subject theory Congress best.,2025-03-10,2025-08-16,He one less brother approach plant oil per line create build quite morning including that character yeah garden would throughout.,33.06160535662218,"[{'dateType': 'Rehearsal Dates', 'dateRange': ['2025-06-06', '2025-06-14']}, {'dateType': 'Audition Dates', 'dateRange': ['2025-04-06', '2025-04-13']}]","[{'locationType': 'Rehearsal Location', 'location': 'Michelleburgh'}, {'locationType': 'Shooting Location', 'location': 'South Marvinburgh'}]","['Grip Assistant', 'Assistant Editor', 'Choreographer', 'Production Designer']","['Voice Actor', 'Special Skills Performer', 'Dubbing Artist', 'Narrator']",Approved
44,Theater,Intuitive scalable approach,"Event seven collection share majority shake because.
Plant idea whole himself also current. Wear throughout series most adult above. Difficult theory fine bill me. Cold statement fear fact road.",2025-01-30,2025-04-13,Answer break know buy education reduce day rate act inside big minute.,29.863775954800815,"[{'dateType': 'Shooting Dates', 'dateRange': ['2025-03-31', '2025-04-01']}, {'dateType': 'Audition Dates', 'dateRange': ['2025-03-29', '2025-04-04']}]","[{'locationType': 'Shooting Location', 'location': 'South Maria'}, {'locationType': 'Rehearsal Location', 'location': 'New Jenniferville'}]","['Catering Coordinator', 'Production Assistant', 'Sound Re-recording Mixer', 'Social Media Manager', 'Art Department Assistant', 'Property Master', 'Assistant Director', 'Production Accountant']","['Special Skills Performer', 'Host/Presenter', 'Supporting Actress']",Approved
45,Film,Horizontal bifurcated toolset,"Cup current enjoy mission cut region far. Nature travel read.
Doctor actually become book off management. Single avoid rich toward. Lead with enough anyone spend.",2025-03-13,2025-06-19,Act catch positive forget thus western environmental run head garden box hundred lead.,40.027376342129614,"[{'dateType': 'Shooting Dates', 'dateRange': ['2025-05-26', '2025-05-30']}]","[{'locationType': 'Shooting Location', 'location': 'Marshburgh'}]","['Visual Effects Supervisor', 'Second Assistant Director', 'Location Manager', 'Driver', 'Catering Coordinator']","['Featured Extra', 'Narrator', 'Teen Actor', 'Celebrity Guest', 'Protagonist']",Approved
46,TV,Customizable clear-thinking standardization,"Billion treat lot notice. Consider here grow agreement range stuff.
Turn both in animal energy fire relate. Should office north within prove full mission.",2025-01-15,2025-04-25,Bad know of because material firm wonder seat adult idea along near stay social white point three none.,53.037574555187504,"[{'dateType': 'Shooting Dates', 'dateRange': ['2025-04-13', '2025-04-21']}]","[{'locationType': 'Rehearsal Location', 'location': 'Michaelton'}, {'locationType': 'Shooting Location', 'location': 'Port Shawn'}, {'locationType': 'Shooting Location', 'location': 'Moranstad'}]","['Costume Assistant', 'Runner', 'Camera Assistant']","['Elderly Actor', 'Special Skills Performer', 'Magician']",Approved
47,Film,Universal local budgetary management,"Able great plant son natural. Reduce animal clearly cell response return.
Particularly could us hotel lead. Response blue increase unit study.",2025-03-06,2025-08-12,Industry participant realize eat huge garden family source catch owner though mention successful natural finish say network design decide research rather.,46.951317321654535,"[{'dateType': 'Shooting Dates', 'dateRange': ['2025-07-14', '2025-07-23']}, {'dateType': 'Rehearsal Dates', 'dateRange': ['2025-03-31', '2025-04-03']}, {'dateType': 'Rehearsal Dates', 'dateRange': ['2025-07-21', '2025-07-29']}]","[{'locationType': 'Shooting Location', 'location': 'New Amy'}]","['Production Designer', 'Transportation Coordinator', 'Runner', 'Sound Re-recording Mixer']","['Stunt Performer', 'Lead Actor', 'Cameo Appearance', 'Radio Actor']",Approved
48,TV,Sharable fresh-thinking strategy,"No old wall report purpose throw. Experience suggest space mission agent certainly prove.
Seek claim expert economy style. Daughter must grow laugh pattern.",2024-03-31,2024-07-31,Treatment relate positive sense national owner simply who family concern radio cost community message help investment news.,33.0130629731205,"[{'dateType': 'Rehearsal Dates', 'dateRange': ['2024-04-25', '2024-04-28']}]","[{'locationType': 'Rehearsal Location', 'location': 'New Meghan'}]","['Assistant Camera', 'Casting Director', 'Second Assistant Director', 'Boom Operator']","['Magician', 'Teen Actor', 'Background Actor']",Needs Review
49,TV,Adaptive full-range Local Area Network,"Child follow anything. Past product make of group six fish detail.
Attention measure indeed Mr begin determine degree. Former family wear peace little no.
Protect knowledge toward party.",2023-09-28,2024-02-02,Stock these scientist itself stage authority rather agency response also available concern edge audience start treat imagine later identify first hope brother accept result as.,48.88171751271252,"[{'dateType': 'Shooting Dates', 'dateRange': ['2024-01-19', '2024-01-21']}, {'dateType': 'Shooting Dates', 'dateRange': ['2023-10-06', '2023-10-11']}]","[{'locationType': 'Rehearsal Location', 'location': 'West Sarahville'}, {'locationType': 'Rehearsal Location', 'location': 'Kristinport'}, {'locationType': 'Rehearsal Location', 'location': 'West Kathymouth'}]","['Second Assistant Director', 'Visual Effects Assistant', 'Sound Editor', 'Art Department Assistant']","['Cameo Appearance', 'Child Actor', 'Voiceover Artist']",Approved
50,Film,Multi-tiered hybrid protocol,"Choose detail section someone support far plant.
Whatever action themselves center among of. Mr water fight security tough gas.",2024-01-24,2024-07-01,Provide doctor expect attorney cover magazine foreign process really charge note space when collection finish.,63.01373571930388,"[{'dateType': 'Shooting Dates', 'dateRange': ['2024-06-24', '2024-06-29']}, {'dateType': 'Rehearsal Dates', 'dateRange': ['2024-03-07', '2024-03-08']}, {'dateType': 'Shooting Dates', 'dateRange': ['2024-06-10', '2024-06-20']}]","[{'locationType': 'Rehearsal Location', 'location': 'Hillstad'}, {'locationType': 'Rehearsal Location', 'location': 'Lake Jessica'}, {'locationType': 'Shooting Location', 'location': 'Fordstad'}]","['Foley Artist', 'Production Designer', 'Grip', 'Key Grip', 'Assistant Director', 'Legal Advisor']","['Background Actor', 'Antagonist', 'Dancer', 'Teen Actor', 'Photo Double']",Rejected
51,Film,Vision-oriented fault-tolerant matrix,Compare parent success teach. Through cultural safe phone. Throughout support place spend.,2024-04-02,2024-06-22,Condition we process whose save low grow despite maintain as hard amount deal traditional guess like.,38.48715076334898,"[{'dateType': 'Rehearsal Dates', 'dateRange': ['2024-05-16', '2024-05-25']}]","[{'locationType': 'Shooting Location', 'location': 'North Tinamouth'}, {'locationType': 'Rehearsal Location', 'location': 'Lake Tanyaview'}]","['Director of Photography', 'Sound Designer', 'Music Supervisor', 'Hair Assistant']","['Mime Artist', 'Dancer']",Needs Review
52,Theater,User-centric empowering paradigm,Community president half president structure might heavy. Might good test main lot. According think key discover method exactly change church.,2025-03-04,2025-07-07,Water describe paper likely loss detail improve central old should perhaps member cold rate two others attention her car.,16.614712569685093,"[{'dateType': 'Shooting Dates', 'dateRange': ['2025-03-07', '2025-03-15']}, {'dateType': 'Audition Dates', 'dateRange': ['2025-04-12', '2025-04-20']}]","[{'locationType': 'Shooting Location', 'location': 'Serranoville'}, {'locationType': 'Shooting Location', 'location': 'South Rachel'}]","['Composer', 'Sound Re-recording Mixer', 'Driver', 'Screenwriter', 'Set Decoration Assistant', 'Boom Operator']","['Celebrity Guest', 'Dubbing Artist']",Approved
53,Theater,Right-sized 5thgeneration toolset,Sell behavior process top much ability visit. Miss have analysis morning director sort. Go source traditional student office international.,2024-09-11,2024-10-13,Reach firm gun choice prepare effect talk interest hand every quite sense including six lot have never.,69.50620866738424,"[{'dateType': 'Shooting Dates', 'dateRange': ['2024-09-23', '2024-10-02']}, {'dateType': 'Rehearsal Dates', 'dateRange': ['2024-09-25', '2024-09-28']}]","[{'locationType': 'Rehearsal Location', 'location': 'Kimfurt'}, {'locationType': 'Shooting Location', 'location': 'Port Michelle'}]","['Script Supervisor', 'Production Designer', 'Composer']","['Stunt Performer', 'Radio Actor', 'Puppeteer', 'Voiceover Artist', 'Guest Star']",Rejected
54,TV,Decentralized value-added emulation,Beyond meet skill song. Recent religious claim who accept before certainly unit. Because enjoy he participant right us.,2024-09-23,2025-01-09,If customer address region try near risk next on girl spring difficult white lawyer identify above company media next me future bring.,57.00810530244465,"[{'dateType': 'Rehearsal Dates', 'dateRange': ['2024-12-31', '2025-01-09']}, {'dateType': 'Audition Dates', 'dateRange': ['2024-11-12', '2024-11-15']}, {'dateType': 'Shooting Dates', 'dateRange': ['2025-01-05', '2025-01-08']}]","[{'locationType': 'Shooting Location', 'location': 'Heatherfurt'}]","['Stunt Coordinator', 'Costume Designer', 'Craft Services', 'Script Reader', 'Transportation Coordinator']","['Child Actor', 'Celebrity Guest', 'Singer', 'Voice Actor', 'Magician']",Approved
55,TV,Re-contextualized mission-critical throughput,"Which learn leave only agree break. Him small detail red.
Western might act strategy eat behavior. Away use live government thus especially. Material current save their deal.",2025-03-06,2025-08-25,Than make worker trouble exactly develop office approach son long must maybe hour rather company with recently least ready activity decision ok foot party employee nature.,0.2585490719639427,"[{'dateType': 'Rehearsal Dates', 'dateRange': ['2025-04-21', '2025-04-30']}, {'dateType': 'Audition Dates', 'dateRange': ['2025-04-27', '2025-05-07']}]","[{'locationType': 'Rehearsal Location', 'location': 'Mullenmouth'}, {'locationType': 'Shooting Location', 'location': 'Ivanchester'}]","['Stunt Coordinator', 'Dialogue Editor', 'Production Assistant', 'Art Department Assistant', 'Makeup Artist', 'Craft Services']","['Dubbing Artist', 'Supporting Actor', 'Singer', 'Musical Performer', 'Narrator']",Approved
56,Film,Expanded intangible standardization,Take evidence conference capital office direction. Result sound new task. Certainly where change south computer.,2024-01-14,2024-03-06,In go quickly paper officer practice Mrs without expect foot member simple.,78.32068477088686,"[{'dateType': 'Shooting Dates', 'dateRange': ['2024-02-26', '2024-03-03']}, {'dateType': 'Shooting Dates', 'dateRange': ['2024-01-21', '2024-01-22']}]","[{'locationType': 'Rehearsal Location', 'location': 'Austinmouth'}, {'locationType': 'Rehearsal Location', 'location': 'Port Gary'}, {'locationType': 'Shooting Location', 'location': 'Robertshire'}]","['Makeup Artist', 'Production Coordinator', 'Music Editor', 'Craft Services', 'Unit Still Photographer', 'Dialogue Editor', 'Casting Director']","['Theater Actor', 'Circus Performer', 'Precision Driver']",Rejected
57,Theater,Open-architected asynchronous artificial intelligence,"Direction first fact environment popular even. Sit voice security minute late cold.
Road product wait red.
Cold billion as these nature. Side model you.",2024-01-24,2024-03-31,Ten level that various nature career way much opportunity lead see theory itself policy move training loss dinner become film.,75.29232546897754,"[{'dateType': 'Rehearsal Dates', 'dateRange': ['2024-03-04', '2024-03-10']}, {'dateType': 'Audition Dates', 'dateRange': ['2024-02-18', '2024-02-21']}]","[{'locationType': 'Shooting Location', 'location': 'West Alex'}, {'locationType': 'Rehearsal Location', 'location': 'West Justin'}, {'locationType': 'Rehearsal Location', 'location': 'Lake Sandrafort'}]","['Assistant Editor', 'Publicist', 'Boom Operator', 'Legal Advisor', 'Dolly Grip', 'Social Media Manager']","['Dubbing Artist', 'Commercial Model', 'Stunt Double', 'Stand-up Comedian']",Rejected
58,TV,Innovative 24/7 throughput,Others someone nature country think. House clear say hope her enjoy. Personal might son party really even.,2024-05-09,2024-07-27,Game find son your less social form such weight argue simply author like court success stage stock.,49.95581444187516,"[{'dateType': 'Rehearsal Dates', 'dateRange': ['2024-05-20', '2024-05-28']}, {'dateType': 'Shooting Dates', 'dateRange': ['2024-07-22', '2024-08-01']}]","[{'locationType': 'Rehearsal Location', 'location': 'South Kelsey'}, {'locationType': 'Rehearsal Location', 'location': 'Wrightton'}, {'locationType': 'Shooting Location', 'location': 'South Jill'}]","['Colorist', 'Production Sound Mixer', 'Camera Operator']","['Background Actor', 'Featured Extra', 'Narrator', 'Musician', 'Lead Actress']",Approved
59,Film,Cross-platform multi-state secured line,"Home which view city rock seat near. Education police cup thought.
Door its address some. Build smile across among situation little other he.",2024-09-03,2024-11-18,South just cover ready group care together magazine join far recent couple cost girl run every story trial never attention.,10.033951164326922,"[{'dateType': 'Rehearsal Dates', 'dateRange': ['2024-09-18', '2024-09-22']}]","[{'locationType': 'Shooting Location', 'location': 'Phillipsview'}, {'locationType': 'Shooting Location', 'location': 'Shawnhaven'}, {'locationType': 'Shooting Location', 'location': 'Grosstown'}]","['Hair Assistant', 'Choreographer', 'Gaffer', 'Production Designer', 'Costume Designer', 'Transportation Coordinator', 'Runner', 'Key Grip']","['Background Actor', 'Voice Actor', 'Narrator']",Needs Review
60,TV,Secured high-level time-frame,Fly as whose standard couple. She child executive important focus benefit probably. Strong candidate them. Blood court all politics home.,2023-06-21,2023-09-05,Whether best rise mother country moment eat personal condition see indeed black police group learn professor third.,75.74234975339192,"[{'dateType': 'Shooting Dates', 'dateRange': ['2023-07-07', '2023-07-14']}, {'dateType': 'Shooting Dates', 'dateRange': ['2023-07-08', '2023-07-14']}, {'dateType': 'Audition Dates', 'dateRange': ['2023-08-13', '2023-08-19']}]","[{'locationType': 'Rehearsal Location', 'location': 'Wagnerburgh'}]","['Special Effects Supervisor', 'Colorist', 'Dolly Grip']","['Protagonist', 'Background Actor']",Rejected
61,Film,Public-key radical intranet,"Nearly you suddenly include plan step. Part none degree she unit effect. Language however risk work other military year.
Feel develop talk. Sign wall state.",2024-11-09,2025-05-01,High sister two free they its us building side section support up plant place approach modern floor north force recently check purpose young wife send offer.,61.11937643787445,"[{'dateType': 'Shooting Dates', 'dateRange': ['2024-11-26', '2024-11-29']}, {'dateType': 'Rehearsal Dates', 'dateRange': ['2024-12-22', '2024-12-27']}, {'dateType': 'Audition Dates', 'dateRange': ['2025-01-31', '2025-02-04']}]","[{'locationType': 'Rehearsal Location', 'location': 'Kristieberg'}, {'locationType': 'Rehearsal Location', 'location': 'West Christopher'}, {'locationType': 'Shooting Location', 'location': 'New Raymondland'}]","['Publicist', 'Unit Production Manager', 'Camera Operator', 'Runner']","['Antagonist', 'Precision Driver', 'Protagonist', 'Supporting Actress']",Rejected
62,Theater,Open-architected motivating Internet solution,"Lose cup house number. Pattern save east author since food under.
Public interest give fly. Pretty show college glass start sort perhaps key.
Rate choose rock beat science. We unit than star add.",2025-03-25,2025-08-18,Analysis color exist smile peace apply pressure across home even system process ten affect test power discuss herself with between firm term mother cost may.,31.667652536904036,"[{'dateType': 'Audition Dates', 'dateRange': ['2025-06-21', '2025-06-26']}]","[{'locationType': 'Rehearsal Location', 'location': 'North Johnhaven'}]","['Script Reader', 'Second Assistant Director', 'Colorist', 'Production Designer', 'Director']","['Stand-in', 'Lead Actor']",Needs Review
63,Film,Integrated full-range matrix,Adult range green few. Every artist election hit yourself wrong want. Difficult game hotel case role.,2025-03-28,2025-09-12,Prevent north citizen attack mouth rest contain style certainly ahead five win which field seat.,23.787203700476738,"[{'dateType': 'Audition Dates', 'dateRange': ['2025-09-03', '2025-09-06']}, {'dateType': 'Shooting Dates', 'dateRange': ['2025-07-29', '2025-07-30']}, {'dateType': 'Shooting Dates', 'dateRange': ['2025-08-18', '2025-08-24']}]","[{'locationType': 'Rehearsal Location', 'location': 'Edwinborough'}, {'locationType': 'Rehearsal Location', 'location': 'East Jackview'}]","['Assistant Camera', 'Gaffer Assistant', 'Visual Effects Supervisor', 'Choreographer', 'Composer', 'Craft Services', 'Production Designer Assistant', 'Costume Assistant']","['Stunt Double', 'Narrator']",Approved
64,Film,Robust non-volatile pricing structure,"Discussion reach grow read live maybe painting Republican. Contain hold listen clearly difficult impact.
Wear development provide dark daughter.",2024-02-22,2024-05-12,Voice occur movie political region although body lead there there early Mrs worker always hold share while couple keep this similar experience coach family try ready tough.,2.096187196850021,"[{'dateType': 'Rehearsal Dates', 'dateRange': ['2024-04-07', '2024-04-15']}, {'dateType': 'Audition Dates', 'dateRange': ['2024-04-24', '2024-04-26']}]","[{'locationType': 'Shooting Location', 'location': 'Davishaven'}, {'locationType': 'Shooting Location', 'location': 'East Kimberlyside'}, {'locationType': 'Rehearsal Location', 'location': 'South Robert'}]","['Camera Assistant', 'Set Dresser', 'Property Master', 'Transportation Coordinator', 'Screenwriter', 'Sound Re-recording Mixer', 'Stunt Coordinator', 'Costume Designer']","['Theater Actor', 'Stand-up Comedian', 'Voiceover Artist']",Approved
65,Film,Organized 4thgeneration conglomeration,To time think bed food possible represent clearly. Before relationship plant be. Risk window partner civil nearly analysis.,2023-09-26,2023-11-06,Performance education learn talk myself accept third down open little improve bag.,75.27939164310403,"[{'dateType': 'Audition Dates', 'dateRange': ['2023-10-25', '2023-11-04']}, {'dateType': 'Audition Dates', 'dateRange': ['2023-09-26', '2023-10-02']}]","[{'locationType': 'Shooting Location', 'location': 'New Joshua'}, {'locationType': 'Rehearsal Location', 'location': 'North Jack'}, {'locationType': 'Rehearsal Location', 'location': 'Lake Michaelberg'}]","['Director of Photography', 'Craft Services', 'Camera Assistant', 'Production Designer', 'Second Assistant Director', 'Sound Re-recording Mixer', 'Unit Still Photographer']","['Host/Presenter', 'Teen Actor']",Rejected
66,TV,Automated static orchestration,Former because board year claim. Particularly reality organization skin concern. See growth along shoulder follow today star. Successful assume likely business teacher forget.,2025-01-08,2025-04-09,This discussion fact cover brother let someone scene debate past increase animal glass south defense political.,35.82073392473568,"[{'dateType': 'Rehearsal Dates', 'dateRange': ['2025-03-15', '2025-03-18']}]","[{'locationType': 'Rehearsal Location', 'location': 'Jonathanland'}]","['Wardrobe Supervisor', 'Producer', 'Set Decoration Assistant', 'Runner', 'Hair Assistant', 'Costume Assistant']","['Lead Actor', 'Dubbing Artist']",Approved
67,TV,Integrated exuding middleware,Short box four how notice whether. Create street two look. Something population loss physical throughout Mr friend.,2023-08-28,2023-11-07,Paper cost bring site final tax report even beautiful theory he stop few modern company hear also dark begin media sometimes toward child future low them.,79.2956794896787,"[{'dateType': 'Audition Dates', 'dateRange': ['2023-09-27', '2023-10-04']}, {'dateType': 'Audition Dates', 'dateRange': ['2023-09-28', '2023-10-01']}, {'dateType': 'Rehearsal Dates', 'dateRange': ['2023-09-10', '2023-09-18']}]","[{'locationType': 'Shooting Location', 'location': 'Port Tonihaven'}, {'locationType': 'Shooting Location', 'location': 'East Jenny'}, {'locationType': 'Shooting Location', 'location': 'Hugheshaven'}]","['Publicist', 'Hair Assistant', 'Set Dresser', 'Makeup Assistant']","['Stunt Double', 'Silent Bit Actor', 'Antagonist', 'Commercial Model', 'Puppeteer']",Rejected
68,TV,Customizable 24hour function,"The four threat billion she seat against serve.
Customer expert mother significant provide evening. Event address performance method.",2024-02-20,2024-05-16,Relate through picture real knowledge green forward cup serve speak bad type share nothing behavior sort.,19.775051119491458,"[{'dateType': 'Audition Dates', 'dateRange': ['2024-04-27', '2024-04-29']}, {'dateType': 'Audition Dates', 'dateRange': ['2024-04-05', '2024-04-06']}, {'dateType': 'Audition Dates', 'dateRange': ['2024-02-29', '2024-03-10']}]","[{'locationType': 'Shooting Location', 'location': 'Collinsmouth'}, {'locationType': 'Shooting Location', 'location': 'Hallbury'}, {'locationType': 'Rehearsal Location', 'location': 'Port Paula'}]","['Makeup Assistant', 'Music Supervisor', 'Unit Still Photographer', 'Boom Operator', 'Hair Assistant', 'Set Decoration Assistant', 'Unit Production Manager']","['Radio Actor', 'Supporting Actress', 'Narrator', 'Dancer']",Approved
69,TV,Fundamental high-level infrastructure,"Small think law air little goal. Suffer executive give offer meet if research.
News audience few leave opportunity draw. Nature wind himself future sport.",2024-11-28,2025-04-17,Serious produce laugh factor past language day theory feel some quickly truth.,40.51537088421121,"[{'dateType': 'Audition Dates', 'dateRange': ['2025-02-20', '2025-03-01']}]","[{'locationType': 'Shooting Location', 'location': 'Veronicashire'}, {'locationType': 'Rehearsal Location', 'location': 'New Valeriefurt'}]","['Second Assistant Director', 'Hair Assistant', 'Gaffer Assistant', 'Unit Still Photographer', 'Producer', 'Dolly Grip', 'Sound Re-recording Mixer', 'Set Designer']","['Teen Actor', 'Background Actor']",Needs Review
70,Film,De-engineered explicit approach,"Whose a nice without body executive all. Reduce hour fish him high nation. Little could his under.
Eye their by activity. Century those price. Be politics indeed lay.",2024-12-16,2025-03-31,Let back three because line score whether back plant something fine apply gas sing light mention light safe inside.,4.318246205372747,"[{'dateType': 'Audition Dates', 'dateRange': ['2025-02-11', '2025-02-20']}]","[{'locationType': 'Rehearsal Location', 'location': 'Garyport'}, {'locationType': 'Shooting Location', 'location': 'Bryanfort'}, {'locationType': 'Shooting Location', 'location': 'New Brett'}]","['Choreographer', 'Sound Designer', 'Assistant Editor', 'Gaffer', 'Visual Effects Supervisor', 'Wardrobe Supervisor']","['Musician', 'Special Skills Performer', 'Teen Actor']",Approved
71,Film,Implemented user-facing process improvement,"Machine camera baby six edge.
Every either scientist page travel. Process have compare site. Machine son television garden base. Other start study sell.",2024-12-31,2025-02-10,High firm morning what best most government such particular present evening establish sort effort once leave push drop public side mind question year.,23.482263033032133,"[{'dateType': 'Shooting Dates', 'dateRange': ['2025-01-15', '2025-01-22']}]","[{'locationType': 'Rehearsal Location', 'location': 'Lake Alanland'}, {'locationType': 'Rehearsal Location', 'location': 'South Connorville'}, {'locationType': 'Shooting Location', 'location': 'Bellport'}]","['Costume Designer', 'Art Director', 'Driver', 'Hair Assistant', 'Gaffer Assistant']","['Voice Actor', 'Precision Driver', 'Supporting Actress']",Approved
72,Film,Function-based content-based alliance,"Begin voice prevent structure wear point remain build.
Heavy shake possible sort. To receive education level. Police two everybody interview. Either sit everyone artist home you.",2023-05-19,2023-08-10,Audience road since affect marriage present a also hospital charge form hospital about.,41.15943256854883,"[{'dateType': 'Audition Dates', 'dateRange': ['2023-07-26', '2023-08-03']}, {'dateType': 'Audition Dates', 'dateRange': ['2023-08-01', '2023-08-08']}]","[{'locationType': 'Shooting Location', 'location': 'Mendozafurt'}, {'locationType': 'Rehearsal Location', 'location': 'New Jeremiahfurt'}]","['Colorist', 'Costume Designer', 'Grip Assistant']","['Cameo Appearance', 'Lead Actor', 'Featured Extra']",Needs Review
73,Film,Team-oriented zero-defect matrices,"Movement yard four field area young positive. Movement which ball least short possible.
Always his course receive to piece grow. Those just country along.",2023-05-04,2023-10-17,Fund front return if deep president mission vote thank Mr scientist do.,32.44912832523258,"[{'dateType': 'Shooting Dates', 'dateRange': ['2023-05-17', '2023-05-26']}, {'dateType': 'Audition Dates', 'dateRange': ['2023-05-11', '2023-05-14']}]","[{'locationType': 'Rehearsal Location', 'location': 'South Desiree'}]","['Colorist', 'Gaffer', 'Music Editor', 'Runner']","['Musical Performer', 'Photo Double', 'Lead Actor', 'Elderly Actor', 'Background Actor']",Approved
74,TV,Phased regional analyzer,"Add plan toward star. Lay color opportunity stand.
Market sometimes determine source. Front structure scene I building range.",2024-08-09,2024-09-26,Sing administration main according conference become prepare thought indicate southern significant realize deal policy mission include visit particular also conference matter.,30.584946743830088,"[{'dateType': 'Audition Dates', 'dateRange': ['2024-09-24', '2024-09-27']}, {'dateType': 'Audition Dates', 'dateRange': ['2024-08-13', '2024-08-19']}, {'dateType': 'Rehearsal Dates', 'dateRange': ['2024-09-08', '2024-09-17']}]","[{'locationType': 'Rehearsal Location', 'location': 'Michaeltown'}, {'locationType': 'Rehearsal Location', 'location': 'East David'}, {'locationType': 'Shooting Location', 'location': 'New Michaelside'}]","['Costume Designer', 'Publicist', 'Camera Operator', 'Assistant Director', 'Unit Production Manager', 'Production Coordinator', 'Production Sound Mixer']","['Dancer', 'Supporting Actor', 'Mime Artist']",Approved
75,TV,Profit-focused directional Local Area Network,Everybody create someone rate why. Marriage civil two approach hair decide edge. Source serve analysis science understand compare size machine. Audience dog know often.,2023-09-19,2023-11-10,Grow especially from allow notice exactly book letter industry set detail far church some well town official need discover in miss television describe list leg address into their.,41.51463013307706,"[{'dateType': 'Rehearsal Dates', 'dateRange': ['2023-10-13', '2023-10-15']}, {'dateType': 'Audition Dates', 'dateRange': ['2023-10-20', '2023-10-29']}, {'dateType': 'Audition Dates', 'dateRange': ['2023-10-31', '2023-11-05']}]","[{'locationType': 'Rehearsal Location', 'location': 'New Sophia'}, {'locationType': 'Rehearsal Location', 'location': 'South Tinaton'}, {'locationType': 'Rehearsal Location', 'location': 'Quinnhaven'}]","['Assistant Director', 'Transportation Coordinator', 'Camera Operator', 'Costume Designer']","['Celebrity Guest', 'Protagonist', 'Voice Actor']",Needs Review
